,filename,alloc_size,array_index,bitvector,boolean,branch_cond,char_def,char_use,const_assign,counter,file_def,file_use,input,linear,loop_bound,loop_iterator,mode,offset,synt_const,unresolved_assign,used_in_arithm,A1,B2,C3,D4,E5,F6,G7,H8,I9,J10,K11,L12,M13,labels
57,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-alloc-spinlock__drivers-net-ethernet-tehuti-tehuti_true-unreach-call.cil.c,0.1,0.47,3.33,25.19,12.54,0.0,0.0,30.33,31.33,0.0,0.0,9.1,34.46,0.0,0.0,11.8,1.69,15.82,9.21,10.74,40.4762,42.8571,50.0,7.142860000000001,50.0,2.58126,1.9424,5.0,17.0,1512.0,420.0,38.0,1054.0,10.0
58,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-net-can-mcp251x_true-unreach-call.cil.c,0.15,0.0,2.11,17.11,10.04,0.0,0.0,21.5,22.05,0.0,0.0,9.02,24.41,0.0,0.0,10.43,0.23,12.0,9.02,5.8,25.0,25.0,25.0,25.0,75.0,7.142860000000001,6.0568599999999995,5.0,30.0,842.0,72.0,18.0,752.0,10.0
59,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-sis-sis900_true-unreach-call.cil.c,0.11,0.62,5.94,21.15,8.74,0.0,0.0,27.15,29.84,0.0,0.0,11.03,31.16,0.0,0.05,11.72,0.74,14.8,11.03,6.8,63.0435,65.2174,76.087,6.52174,23.913,3.84226,2.79525,5.0,23.0,1339.0,364.0,28.0,947.0,10.0
60,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__linux-kernel-locking-mutex__drivers-net-wireless-mwifiex-mwifiex_true-unreach-call.cil.c,0.02,1.9,2.27,14.34,15.84,0.0,0.0,28.21,26.1,0.0,0.0,8.01,32.29,0.0,0.0,7.4,2.35,10.27,8.77,8.69,24.4681,28.1915,33.5106,1.0638299999999998,66.4894,1.83202,0.813509,5.0,56.0,6062.0,1915.0,156.0,3991.0,10.0
61,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__linux-alloc-spinlock__drivers-net-ethernet-chelsio-cxgb3-cxgb3_true-unreach-call.cil.c,0.02,1.16,4.13,16.52,11.16,0.0,0.0,26.34,26.28,0.0,0.0,6.33,31.72,0.0,0.01,11.35,1.59,14.51,7.02,11.58,30.6306,33.7838,40.99100000000001,0.9009010000000001,59.00899999999999,4.98609,2.49425,5.0,562.0,5737.0,1749.0,125.0,3863.0,10.0
62,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__linux-usb-dev__drivers-net-ethernet-ti-tlan_true-unreach-call.cil.c,0.12,0.31,9.22,15.35,9.41,0.0,0.0,29.56,29.05,0.0,0.0,8.4,36.07,0.0,0.0,10.29,0.82,18.0,9.47,10.67,61.1111,61.1111,61.1111,5.55556,38.8889,3.2036599999999997,1.93798,5.0,10.0,1115.0,207.0,53.0,855.0,10.0
63,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-fealnx_true-unreach-call.cil.c,0.13,0.26,3.97,23.38,9.83,0.0,0.0,28.53,29.83,0.0,0.0,12.44,32.83,0.0,0.0,14.07,1.75,16.48,12.96,6.18,48.4848,51.5152,60.6061,9.090910000000001,39.3939,4.1916199999999995,3.3759099999999997,5.0,20.0,1158.0,296.0,21.0,841.0,10.0
64,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__linux-kernel-locking-spinlock__drivers-net-ethernet-3com-3c59x_true-unreach-call.cil.c,0.08,0.86,3.52,19.8,9.51,0.0,0.0,27.01,28.45,0.0,0.0,12.01,31.24,0.0,0.0,11.93,0.94,16.07,12.46,7.99,42.8571,46.9388,59.1837,4.0816300000000005,40.8163,4.92537,3.1510700000000003,5.0,254.0,3000.0,931.0,88.0,1981.0,10.0
65,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__linux-kernel-locking-spinlock__drivers-net-ethernet-broadcom-bnx2_true-unreach-call.cil.c,0.05,0.8,7.85,19.53,11.36,0.0,0.0,29.69,29.59,0.0,0.0,7.54,35.66,0.0,0.0,9.98,2.3,14.34,7.75,11.33,39.3701,45.6693,51.1811,1.5748,48.8189,3.52645,2.13347,5.0,667.0,3444.0,1096.0,84.0,2264.0,10.0
66,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-drivers-clk1__drivers-media-usb-gspca-gspca_ov519_true-unreach-call.cil.c,0.19,1.59,7.47,9.17,6.77,0.0,0.0,21.03,22.33,0.0,0.0,12.06,24.12,0.0,0.0,7.27,1.29,11.26,12.16,15.95,44.4444,44.4444,61.1111,16.6667,38.8889,2.8571400000000002,1.14943,5.0,16.0,1682.0,147.0,45.0,1490.0,10.0
67,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-irda-via-ircc_true-unreach-call.cil.c,0.14,0.29,8.4,25.79,13.33,0.0,0.0,33.82,34.48,0.0,0.0,11.05,36.47,0.0,0.0,12.74,0.81,16.21,11.05,7.29,52.381,61.9048,71.4286,14.2857,28.5714,1.8115900000000003,1.069,5.0,17.0,1154.0,123.0,30.0,1001.0,10.0
68,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-icplus-ipg_true-unreach-call.cil.c,0.12,1.29,4.58,21.96,8.33,0.0,0.0,29.32,30.36,0.0,0.0,14.08,33.33,0.0,0.0,11.88,1.16,15.69,14.08,9.62,44.8276,44.8276,58.6207,10.3448,41.3793,3.56322,2.93073,5.0,17.0,1277.0,295.0,30.0,952.0,10.0
69,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-alloc-spinlock__drivers-net-ethernet-fealnx_true-unreach-call.cil.c,0.12,0.25,3.94,23.15,9.7,0.0,0.0,28.78,30.07,0.0,0.0,12.35,33.05,0.0,0.0,14.03,1.74,16.42,12.87,6.14,48.4848,51.5152,60.6061,9.090910000000001,39.3939,4.16171,3.14092,5.0,20.0,1251.0,333.0,27.0,891.0,10.0
70,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-net-wireless-rtlwifi-rtl8188ee-rtl8188ee_true-unreach-call.cil.c,0.04,1.73,14.43,14.13,16.85,0.0,0.0,20.06,23.6,0.0,0.0,3.1,25.06,0.0,0.14,7.94,1.2,10.32,3.92,8.92,42.3841,55.6291,64.9007,1.98675,35.0993,2.8134799999999998,1.34328,5.0,55.0,4718.0,1402.0,95.0,3221.0,10.0
71,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__linux-kernel-locking-spinlock__drivers-net-ethernet-sun-sunhme_true-unreach-call.cil.c,0.12,0.78,7.5,22.76,10.23,0.0,0.0,28.69,29.35,0.0,0.0,9.68,31.65,0.0,0.0,11.68,1.08,15.37,9.74,6.71,51.1628,51.1628,62.7907,4.65116,37.2093,2.9296900000000003,2.03562,5.0,67.0,1330.0,384.0,33.0,913.0,10.0
72,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-drivers-clk1__drivers-net-ethernet-qlogic-qlge-qlge_true-unreach-call.cil.c,0.05,0.6,4.3,12.36,13.68,0.0,0.0,25.1,24.09,0.0,0.0,6.76,32.98,0.0,0.0,7.88,2.66,9.92,7.08,11.13,35.2459,37.7049,46.7213,2.45902,53.2787,3.05499,1.51109,5.0,34.0,3285.0,1271.0,70.0,1944.0,10.0
73,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-media-pci-ngene-ngene_true-unreach-call.cil.c,0.1,0.78,1.83,21.95,10.24,0.0,0.0,32.51,30.56,0.0,0.0,11.65,35.87,0.0,0.0,14.12,0.89,16.22,12.81,8.08,31.4286,40.0,51.4286,8.57143,48.5714,3.4791300000000005,2.6648,5.0,20.0,2195.0,363.0,53.0,1779.0,10.0
74,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-net-ethernet-via-via-rhine_true-unreach-call.cil.c,0.09,0.44,3.78,15.65,7.42,0.0,0.0,22.93,23.97,0.0,0.0,9.37,26.76,0.0,0.0,10.01,1.09,13.6,9.87,6.28,56.0,56.0,56.0,12.0,44.0,6.38298,4.37018,5.0,30.0,1405.0,341.0,38.0,1026.0,10.0
75,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__linux-alloc-spinlock__drivers-net-ethernet-marvell-skge_true-unreach-call.cil.c,0.06,2.17,5.29,18.3,8.19,0.0,0.0,25.74,25.67,0.0,0.0,7.81,29.77,0.0,0.06,10.8,0.56,13.51,8.0,8.6,31.0345,31.0345,34.4828,3.4482800000000005,65.5172,4.82908,2.56338,5.0,562.0,2221.0,398.0,57.0,1766.0,10.0
76,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__linux-drivers-clk1__drivers-net-ethernet-nvidia-forcedeth_true-unreach-call.cil.c,0.06,0.27,6.01,17.95,11.36,0.0,0.0,26.93,25.51,0.0,0.0,6.89,32.25,0.0,0.0,10.27,0.63,13.9,6.92,8.43,23.3333,23.3333,36.6667,3.33333,63.3333,4.38304,2.69882,5.0,407.0,3764.0,1013.0,68.0,2683.0,10.0
77,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-net-fddi-skfp-skfp_true-unreach-call.cil.c,0.05,1.34,7.25,12.43,12.02,0.0,0.0,23.63,27.99,0.0,0.0,6.6,30.4,0.0,0.0,5.45,1.09,9.23,7.39,14.07,48.7395,56.3025,63.8655,2.52101,36.1345,1.45015,0.809465,5.0,41.0,4781.0,1820.0,105.0,2856.0,10.0
78,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__linux-usb-dev__drivers-net-wireless-b43legacy-b43legacy_true-unreach-call.cil.c,0.04,1.65,11.4,18.5,11.02,0.0,0.0,21.15,20.77,0.0,0.0,4.4,25.85,0.0,0.21,6.4,1.2,8.45,5.29,13.2,62.2378,67.1329,74.8252,1.3986,25.1748,0.9759760000000001,0.465962,5.0,68.0,4415.0,1208.0,129.0,3078.0,10.0
79,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__linux-alloc-spinlock__drivers-net-fddi-skfp-skfp_true-unreach-call.cil.c,0.05,1.29,6.99,14.75,12.4,0.0,0.0,25.33,29.58,0.0,0.0,7.25,31.82,0.0,0.0,6.41,1.05,10.05,8.02,13.53,47.9339,55.3719,62.8099,1.6528900000000002,37.1901,1.32964,0.766284,5.0,41.0,3703.0,1291.0,79.0,2333.0,10.0
80,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-alloc-spinlock__drivers-media-usb-uvc-uvcvideo_true-unreach-call.cil.c,0.06,0.49,1.96,15.15,8.77,0.0,0.0,26.93,24.6,0.0,0.0,9.04,31.5,0.0,0.0,8.89,2.76,11.77,9.26,17.42,17.1717,23.2323,25.2525,3.0303,74.7475,2.43122,1.37085,5.0,64.0,3175.0,666.0,80.0,2429.0,10.0
81,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-alloc-spinlock__drivers-net-ethernet-jme_true-unreach-call.cil.c,0.07,0.0,3.94,20.5,11.33,0.0,0.0,25.35,26.25,0.0,0.0,7.19,28.87,0.0,0.0,10.15,1.13,12.5,7.31,6.97,34.1463,36.5854,39.0244,7.317069999999999,60.9756,4.933590000000001,3.30579,5.0,33.0,1733.0,250.0,45.0,1438.0,10.0
82,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-media-usb-gspca-gspca_ov519_true-unreach-call.cil.c,0.18,1.48,6.97,11.33,7.62,0.0,0.0,22.39,23.32,0.0,0.0,11.71,25.37,0.0,0.0,7.24,1.2,10.96,11.8,14.96,44.4444,44.4444,61.1111,16.6667,38.8889,2.7366,1.13475,5.0,16.0,1747.0,178.0,56.0,1513.0,10.0
83,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-drivers-clk1__drivers-net-ethernet-marvell-sky2_true-unreach-call.cil.c,0.06,1.83,5.28,15.01,8.57,0.0,0.0,24.75,24.78,0.0,0.0,7.05,28.29,0.0,0.06,10.86,2.13,14.68,7.57,10.74,27.1186,28.8136,32.2034,5.08475,67.7966,4.88189,2.54011,5.0,40.0,2608.0,450.0,66.0,2092.0,10.0
84,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-net-ethernet-intel-igbvf-igbvf_true-unreach-call.cil.c,0.07,0.11,4.04,17.9,10.15,0.0,0.0,25.53,25.2,0.0,0.0,7.19,29.2,0.0,0.0,10.89,1.33,13.67,7.19,8.67,30.0,30.0,30.0,10.0,70.0,5.9778,3.9713199999999995,5.0,40.0,2251.0,610.0,40.0,1601.0,10.0
85,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__linux-kernel-locking-mutex__drivers-net-ethernet-ti-tlan_true-unreach-call.cil.c,0.12,0.31,9.14,16.28,9.39,0.0,0.0,30.43,29.8,0.0,0.0,8.32,36.75,0.0,0.0,10.58,0.81,17.9,9.39,9.76,61.1111,61.1111,61.1111,5.55556,38.8889,3.12849,1.9193900000000002,5.0,10.0,1274.0,279.0,43.0,952.0,10.0
86,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__linux-usb-dev__drivers-net-ethernet-emulex-benet-be2net_true-unreach-call.cil.c,0.03,1.41,3.0,16.37,12.21,0.0,0.0,24.72,25.42,0.0,0.0,5.51,30.0,0.0,0.0,9.79,2.19,12.54,5.64,11.57,21.7742,27.4194,30.6452,1.6129,69.3548,2.97195,1.54106,5.0,947.0,4294.0,1464.0,124.0,2706.0,10.0
87,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__linux-usb-dev__drivers-media-usb-gspca-gspca_topro_true-unreach-call.cil.c,0.25,1.39,2.4,16.85,5.44,0.0,0.0,25.34,24.84,0.0,0.0,15.58,28.01,0.0,0.0,13.43,0.5,18.88,16.09,11.78,57.1429,57.1429,64.2857,14.2857,35.7143,4.05904,1.8166799999999999,5.0,79.0,5531.0,228.0,175.0,5128.0,10.0
88,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-alloc-spinlock__drivers-net-team-team_true-unreach-call.cil.c,0.07,0.18,0.69,20.61,10.76,0.0,0.0,25.35,25.1,0.0,0.0,10.25,27.61,0.0,0.0,11.16,0.29,12.62,10.25,4.96,17.5439,17.5439,17.5439,5.26316,82.4561,3.7149400000000004,2.8128599999999997,5.0,29.0,1708.0,286.0,33.0,1389.0,10.0
89,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-usb-dev__drivers-net-fddi-skfp-skfp_true-unreach-call.cil.c,0.05,1.34,7.28,12.01,12.04,0.0,0.0,23.23,27.66,0.0,0.0,6.62,30.07,0.0,0.0,5.3,1.09,9.23,7.42,14.48,48.7395,56.3025,63.8655,2.52101,36.1345,1.46879,0.813262,5.0,41.0,3416.0,1212.0,79.0,2125.0,10.0
90,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-usb-dev__drivers-net-ethernet-marvell-skge_true-unreach-call.cil.c,0.06,2.3,5.57,15.16,7.91,0.0,0.0,23.45,23.38,0.0,0.0,7.25,27.76,0.0,0.06,9.82,0.6,12.86,7.45,9.62,36.0,36.0,40.0,6.0,60.0,5.2941199999999995,2.75367,5.0,38.0,2107.0,330.0,44.0,1733.0,10.0
91,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-usb-dev__drivers-net-wireless-rtlwifi-rtl8188ee-rtl8188ee_true-unreach-call.cil.c,0.04,1.73,14.47,13.8,16.75,0.0,0.0,19.74,23.33,0.0,0.0,3.19,24.79,0.0,0.14,7.83,1.21,10.34,4.01,9.29,42.3841,55.6291,64.9007,1.98675,35.0993,2.83118,1.34619,5.0,55.0,4317.0,1436.0,94.0,2787.0,10.0
92,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__linux-drivers-clk1__drivers-net-ethernet-intel-i40e-i40e_true-unreach-call.cil.c,0.02,1.53,4.61,14.62,13.3,0.0,0.0,29.18,26.39,0.0,0.0,6.16,34.95,0.0,0.02,9.61,3.53,13.05,6.67,13.99,32.0755,34.5912,39.9371,0.628931,60.0629,2.8037400000000003,1.2476,5.0,1082.0,6526.0,2482.0,138.0,3906.0,10.0
93,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-media-usb-dvb-usb-v2-dvb-usb-mxl111sf_true-unreach-call.cil.c,0.1,0.59,2.31,24.23,15.07,0.0,0.0,29.13,23.15,0.0,0.0,12.54,30.42,0.0,0.0,8.18,0.59,10.12,12.54,10.28,46.4286,57.1429,64.2857,10.7143,35.7143,4.86763,2.4569,5.0,17.0,2300.0,340.0,68.0,1892.0,10.0
94,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-media-usb-gspca-gspca_ov519_true-unreach-call.cil.c,0.18,1.46,6.87,14.2,8.52,0.0,0.0,24.56,25.75,0.0,0.0,13.01,27.4,0.0,0.0,8.61,1.19,12.28,13.1,14.66,44.4444,44.4444,61.1111,16.6667,38.8889,2.56137,1.1147200000000002,5.0,16.0,1601.0,162.0,43.0,1396.0,10.0
95,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-media-usb-pwc-pwc_true-unreach-call.cil.c,0.1,2.2,1.5,13.07,8.17,0.0,0.0,25.12,24.15,0.0,0.0,8.44,29.8,0.0,0.0,7.69,1.45,10.0,10.97,11.94,34.7826,50.0,63.0435,6.52174,36.9565,5.69106,3.1838900000000003,5.0,36.0,2257.0,474.0,38.0,1745.0,10.0
96,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-media-platform-vsp1-vsp1_true-unreach-call.cil.c,0.05,0.65,1.78,8.96,4.11,0.0,0.0,14.57,14.39,0.0,0.0,4.48,17.98,0.0,0.0,5.81,0.44,6.73,4.61,6.26,8.82353,11.7647,11.7647,8.82353,88.2353,6.30892,4.41545,5.0,30.0,2055.0,256.0,41.0,1758.0,10.0
97,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-net-ethernet-intel-ixgbevf-ixgbevf_true-unreach-call.cil.c,0.06,1.71,3.86,20.62,11.15,0.0,0.0,26.78,28.44,0.0,0.0,7.56,32.48,0.0,0.0,11.92,1.01,14.46,7.78,11.15,33.0579,38.0165,48.7603,2.47934,51.2397,4.58488,3.35393,5.0,31.0,2649.0,990.0,42.0,1617.0,10.0
98,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-media-pci-meye-meye_true-unreach-call.cil.c,0.13,0.98,1.44,22.56,8.61,0.0,0.0,32.17,31.71,0.0,0.0,11.05,34.6,0.0,0.0,15.19,0.46,17.63,11.05,8.61,61.7647,64.7059,73.5294,8.82353,26.4706,5.05166,3.8851400000000003,5.0,32.0,1790.0,235.0,32.0,1523.0,10.0
99,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-net-ethernet-cisco-enic-enic_true-unreach-call.cil.c,0.05,0.93,1.9,17.66,13.05,0.0,0.0,30.09,31.19,0.0,0.0,5.6,39.61,0.0,0.0,11.44,3.0,14.76,10.58,9.99,27.0,30.0,38.0,3.0,62.0,4.33096,2.38977,5.0,28.0,2323.0,601.0,51.0,1671.0,10.0
100,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-kernel-locking-mutex__drivers-net-wireless-rt2x00-rt2500usb_true-unreach-call.cil.c,0.08,0.0,2.87,32.64,4.33,0.0,0.0,38.56,38.11,0.0,0.0,3.16,39.13,0.0,0.0,8.47,0.24,11.27,3.28,2.71,50.0,50.0,50.0,30.0,50.0,7.60319,6.29496,5.0,56.0,1766.0,128.0,36.0,1602.0,10.0
101,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-drivers-clk1__drivers-net-ethernet-broadcom-tg3_true-unreach-call.cil.c,0.03,0.78,10.45,19.68,19.58,0.0,0.0,31.83,29.86,0.0,0.0,4.11,36.45,0.0,0.04,14.52,2.32,17.27,4.26,13.77,41.5385,51.2821,60.0,1.53846,40.0,2.40558,1.2076200000000001,5.0,51.0,5618.0,1812.0,160.0,3646.0,10.0
102,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__linux-usb-dev__drivers-net-ethernet-intel-e1000-e1000_true-unreach-call.cil.c,0.04,0.36,5.68,13.54,15.24,0.0,0.0,24.79,23.61,0.0,0.0,3.23,30.84,0.0,0.0,7.21,1.58,11.59,4.01,12.63,44.1441,46.8468,53.1532,1.8018,46.8468,2.16606,1.20482,5.0,781.0,4481.0,1457.0,101.0,2923.0,10.0
103,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-alloc-spinlock__drivers-net-ethernet-dec-tulip-tulip_true-unreach-call.cil.c,0.07,2.3,7.1,22.29,9.95,0.0,0.0,30.65,32.56,0.0,0.0,16.24,34.59,0.0,0.0,15.89,1.6,19.56,16.51,6.95,50.0,51.5152,68.1818,4.54545,31.8182,2.8949,1.86263,5.0,17.0,2382.0,837.0,50.0,1495.0,10.0
104,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__linux-drivers-clk1__drivers-net-ethernet-stmicro-stmmac-stmmac_false-unreach-call.cil.c,0.03,0.08,1.99,17.82,7.51,0.0,0.0,25.28,27.02,0.0,0.0,4.84,29.96,0.0,0.0,14.88,0.77,18.84,4.86,9.2,35.2941,35.2941,38.2353,2.94118,61.7647,12.6525,6.93045,5.0,497.0,3004.0,686.0,72.0,2246.0,10.0
105,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-drivers-clk1__drivers-media-usb-dvb-usb-v2-dvb-usb-mxl111sf_true-unreach-call.cil.c,0.11,0.64,2.53,19.83,13.83,0.0,0.0,25.54,19.01,0.0,0.0,11.3,26.95,0.0,0.0,6.53,0.64,8.65,11.3,11.24,46.4286,57.1429,64.2857,10.7143,35.7143,5.73441,2.59091,5.0,17.0,1836.0,278.0,32.0,1526.0,10.0
106,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__linux-drivers-clk1__drivers-net-wireless-b43legacy-b43legacy_true-unreach-call.cil.c,0.04,1.66,11.49,18.48,11.0,0.0,0.0,21.22,20.83,0.0,0.0,4.5,25.9,0.0,0.21,6.49,1.21,8.46,5.4,13.14,62.2378,67.1329,74.8252,1.3986,25.1748,0.9774440000000001,0.466174,5.0,68.0,4549.0,1119.0,115.0,3315.0,10.0
107,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-kernel-locking-spinlock__fs-nfs-nfs_layout_nfsv41_files_true-unreach-call.cil.c,0.09,0.14,0.57,25.44,12.98,0.0,0.0,25.49,25.54,0.0,0.0,7.67,27.71,0.0,0.0,11.49,0.91,14.29,7.67,6.22,13.3333,16.6667,20.0,10.0,80.0,4.24448,3.04136,5.0,22.0,1555.0,326.0,25.0,1204.0,10.0
108,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-usb-dev__drivers-net-ethernet-sun-niu_true-unreach-call.cil.c,0.04,1.33,7.83,16.64,10.62,0.0,0.0,27.05,27.27,0.0,0.0,5.83,33.42,0.0,0.02,10.96,2.35,14.05,7.01,15.26,33.5366,37.1951,51.8293,1.8292700000000002,48.1707,3.4033599999999997,1.93518,5.0,28.0,3629.0,1230.0,100.0,2299.0,10.0
109,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-usb-dev__drivers-media-usb-dvb-usb-v2-dvb-usb-mxl111sf_true-unreach-call.cil.c,0.11,0.63,2.46,19.7,13.78,0.0,0.0,25.5,19.12,0.0,0.0,11.2,27.05,0.0,0.0,6.2,0.63,8.9,11.2,11.77,46.4286,57.1429,64.2857,10.7143,35.7143,5.69431,2.5850299999999997,5.0,17.0,2415.0,326.0,43.0,2046.0,10.0
110,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-alloc-spinlock__drivers-net-usb-kaweth_false-unreach-call.cil.c,0.15,0.0,1.96,19.92,11.59,0.0,0.0,30.45,29.01,0.0,0.0,11.66,34.39,0.0,0.0,10.22,0.22,11.43,11.66,5.53,0.0,0.0,0.0,50.0,100.0,3.2509799999999998,2.1777,5.0,13.0,942.0,51.0,15.0,876.0,10.0
111,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__linux-drivers-clk1__drivers-media-usb-gspca-gspca_topro_true-unreach-call.cil.c,0.26,1.47,2.54,17.0,5.08,0.0,0.0,25.43,24.89,0.0,0.0,16.06,27.84,0.0,0.0,14.59,0.53,18.87,16.59,10.57,57.1429,57.1429,64.2857,14.2857,35.7143,4.11215,1.8242099999999999,5.0,79.0,5320.0,240.0,145.0,4935.0,10.0
112,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__linux-drivers-clk1__drivers-net-ethernet-broadcom-tg3_true-unreach-call.cil.c,0.03,0.78,10.55,19.82,19.54,0.0,0.0,31.75,29.76,0.0,0.0,4.03,36.41,0.0,0.04,14.52,2.34,17.29,4.18,13.89,40.099000000000004,49.505,57.9208,0.990099,42.0792,2.44409,1.2,5.0,1082.0,5309.0,1747.0,169.0,3393.0,10.0
113,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-usb-dev__drivers-net-ethernet-realtek-r8169_true-unreach-call.cil.c,0.04,0.32,6.84,13.13,4.77,0.0,0.0,22.84,23.11,0.0,0.0,5.1,24.98,0.0,0.0,8.65,0.64,13.61,5.25,4.95,45.4545,45.4545,48.4848,9.090910000000001,51.5152,6.4389,3.57657,5.0,32.0,2602.0,393.0,56.0,2153.0,10.0
114,/proj/SMACK/sv-benchmarks/c/ldv-linux-3.14/linux-3.14__complex_emg__linux-kernel-locking-spinlock__drivers-media-platform-soc_camera-sh_mobile_ceu_camera_true-unreach-call.cil.c,0.11,0.23,3.01,14.39,10.73,0.0,0.0,21.64,21.64,0.0,0.0,9.46,23.62,0.0,0.0,9.11,0.23,11.54,9.46,8.87,15.7895,15.7895,21.0526,15.7895,78.9474,7.184239999999999,5.092969999999999,5.0,30.0,1441.0,182.0,32.0,1227.0,10.0
